ID,Sec,Date,Time,Barometric_Preasure,Humidity,Solar_Radiation,Temperature,Wind_Direction,Wind_Speed
5811,1473339321,8.9.2016,2:55:21,30.4,69,2.67,44,179.48,3.37
5812,1473339022,8.9.2016,2:50:22,30.4,68,3.28,44,182.36,3.37
5813,1473338718,8.9.2016,2:45:18,30.4,66,3.02,44,179.64,4.5
5814,1473338420,8.9.2016,2:40:20,30.4,63,3.07,44,178.69,3.37
5815,1473338123,8.9.2016,2:35:23,30.4,62,3.29,45,178.69,3.37
5816,1473337824,8.9.2016,2:30:24,30.4,61,2.14,45,189.59,4.5
5817,1473337522,8.9.2016,2:25:22,30.4,59,2.42,45,190.95,1.12
5818,1473337223,8.9.2016,2:20:23,30.4,61,2.63,45,188.18,5.62
5819,1473336922,8.9.2016,2:15:22,30.41,58,2.5,45,168.9,3.37
5820,1473336620,8.9.2016,2:10:20,30.41,59,2.71,45,358.37,3.37
5821,1473336321,8.9.2016,2:05:21,30.41,60,2.04,45,188.55,9
5822,1473336020,8.9.2016,2:00:20,30.41,60,2.13,45,185.94,5.62
5823,1473335723,8.9.2016,1:55:23,30.41,59,2.26,45,185.36,6.75
5824,1473335421,8.9.2016,1:50:21,30.41,56,2.47,45,165.23,4.5
5825,1473335121,8.9.2016,1:45:21,30.41,51,2.42,45,146.35,1.12
5826,1473334824,8.9.2016,1:40:24,30.42,56,2.37,45,157.38,4.5
5827,1473334524,8.9.2016,1:35:24,30.42,56,2.16,45,180.61,5.62
5828,1473334220,8.9.2016,1:30:20,30.42,53,2.55,46,188.13,6.75
5829,1473333921,8.9.2016,1:25:21,30.42,51,2.47,47,192.1,6.75
5830,1473333622,8.9.2016,1:20:22,30.42,50,2.74,47,166.5,6.75
5831,1473333325,8.9.2016,1:15:25,30.42,49,2.66,47,144.47,4.5
5832,1473333026,8.9.2016,1:10:26,30.42,49,2.66,46,83.35,6.75
5833,1473332721,8.9.2016,1:05:21,30.42,53,2.25,46,108.35,5.62
5834,1473332423,8.9.2016,1:00:23,30.42,52,2.22,46,125.88,4.5
5835,1473332124,8.9.2016,0:55:24,30.42,53,2.51,45,148.31,4.5
5836,1473331827,8.9.2016,0:50:27,30.42,59,2.3,45,97,1.12
5837,1473330320,8.9.2016,0:25:20,30.43,66,3.13,46,155.89,9
5838,1473330022,8.9.2016,0:20:22,30.43,62,3.14,46,134.84,6.75
5839,1473329122,8.9.2016,0:05:22,30.43,65,2.28,47,168.97,5.62
5840,1473328824,8.9.2016,0:00:24,30.44,61,2.56,48,122.08,2.25
5841,1473328519,7.9.2016,23:55:19,30.44,54,2.77,48,117.59,2.25
5842,1473328226,7.9.2016,23:50:26,30.44,54,2.8,48,130.7,9
5843,1473327923,7.9.2016,23:45:23,30.44,50,3.24,48,89.38,6.75
5844,1473327622,7.9.2016,23:40:22,30.44,49,3.36,48,128.34,2.25
5845,1473327326,7.9.2016,23:35:26,30.44,50,2.74,48,150.09,2.25
5846,1473326720,7.9.2016,23:25:20,30.44,47,2.65,48,162.83,4.5
5847,1473326424,7.9.2016,23:20:24,30.44,49,2.65,48,183.11,9
5848,1473326122,7.9.2016,23:15:22,30.44,50,2.67,48,182.01,5.62
5849,1473325822,7.9.2016,23:10:22,30.44,50,2.68,48,176.2,5.62
5850,1473325521,7.9.2016,23:05:21,30.44,51,2.71,48,180.26,6.75
5851,1473325223,7.9.2016,23:00:23,30.44,48,3.05,48,166.13,6.75
5852,1473324922,7.9.2016,22:55:22,30.44,49,3.48,48,162.44,7.87
5853,1473324623,7.9.2016,22:50:23,30.44,49,3.19,48,174.83,6.75
5854,1473324325,7.9.2016,22:45:25,30.45,50,3.44,48,159.4,5.62
5855,1473324021,7.9.2016,22:40:21,30.45,49,3.88,48,160.08,5.62
5856,1473323723,7.9.2016,22:35:23,30.45,50,3.51,48,181.44,5.62
5857,1473323419,7.9.2016,22:30:19,30.45,50,3.98,48,172.16,6.75
5858,1473323121,7.9.2016,22:25:21,30.45,51,4.03,47,185.79,6.75
5859,1473322820,7.9.2016,22:20:20,30.45,52,2.69,47,136,5.62
5860,1473322520,7.9.2016,22:15:20,30.45,53,2.93,47,173.79,6.75
5861,1473322227,7.9.2016,22:10:27,30.45,55,2.47,48,169.94,5.62
5862,1473321926,7.9.2016,22:05:26,30.45,55,2.32,48,141.9,7.87
5863,1473321626,7.9.2016,22:00:26,30.45,53,2.85,48,118.23,5.62
5864,1473321321,7.9.2016,21:55:21,30.45,53,2.7,48,113.65,3.37
5865,1473321024,7.9.2016,21:50:24,30.45,51,2.87,49,134.52,3.37
5866,1473320723,7.9.2016,21:45:23,30.45,52,2.38,49,54.95,6.75
5867,1473320428,7.9.2016,21:40:28,30.45,53,2.21,49,150.04,3.37
5868,1473320122,7.9.2016,21:35:22,30.45,49,2.63,49,152.94,3.37
5869,1473319824,7.9.2016,21:30:24,30.45,50,2.6,49,79.66,6.75
5870,1473319521,7.9.2016,21:25:21,30.45,50,2.96,49,173.21,6.75
5871,1473319224,7.9.2016,21:20:24,30.45,52,2.27,50,76.03,3.37
5872,1473318923,7.9.2016,21:15:23,30.45,46,2.4,50,158.8,2.25
5873,1473318621,7.9.2016,21:10:21,30.44,46,2.68,50,89.48,2.25
5874,1473318324,7.9.2016,21:05:24,30.44,49,2.38,50,163.05,3.37
5875,1473318029,7.9.2016,21:00:29,30.44,50,2.57,51,145.88,5.62
5876,1473317721,7.9.2016,20:55:21,30.44,47,2.6,51,119.06,9
5877,1473317423,7.9.2016,20:50:23,30.44,44,2.88,51,122.18,7.87
5878,1473317123,7.9.2016,20:45:23,30.44,46,2.81,51,158.25,5.62
5879,1473316819,7.9.2016,20:40:19,30.44,42,3.13,52,149.2,4.5
5880,1473316524,7.9.2016,20:35:24,30.44,46,2.99,52,103.4,5.62
5881,1473316222,7.9.2016,20:30:22,30.44,46,2.83,52,174.65,9
5882,1473315920,7.9.2016,20:25:20,30.44,44,2.22,52,137.14,6.75
5883,1473315626,7.9.2016,20:20:26,30.44,45,2.6,52,161.9,5.62
5884,1473315325,7.9.2016,20:15:25,30.44,46,2.4,52,150.04,6.75
5885,1473315024,7.9.2016,20:10:24,30.43,47,2.15,52,155.29,6.75
5886,1473314731,7.9.2016,20:05:31,30.43,48,2.42,51,153.75,4.5
5887,1473314125,7.9.2016,19:55:25,30.43,55,2.56,51,149.27,4.5
5888,1473313820,7.9.2016,19:50:20,30.43,55,2.79,51,166.46,2.25
5889,1473313522,7.9.2016,19:45:22,30.43,61,2.93,52,175.4,3.37
5890,1473313232,7.9.2016,19:40:32,30.43,71,3.31,53,135.18,4.5
5891,1473312924,7.9.2016,19:35:24,30.43,58,2.97,53,98.2,3.37
5892,1473312621,7.9.2016,19:30:21,30.42,51,1.81,53,132.29,2.25
5893,1473312321,7.9.2016,19:25:21,30.42,51,1.96,53,160.46,3.37
5894,1473312020,7.9.2016,19:20:20,30.42,51,2.07,53,164.57,4.5
5895,1473311721,7.9.2016,19:15:21,30.42,54,2.11,53,159.17,6.75
5896,1473311421,7.9.2016,19:10:21,30.42,57,2.12,54,122.51,1.12
5897,1473311122,7.9.2016,19:05:22,30.42,64,2.24,54,135.03,2.25
5898,1473310823,7.9.2016,19:00:23,30.42,68,2.15,54,87.84,3.37
5899,1473310526,7.9.2016,18:55:26,30.42,70,2.16,53,141.59,3.37
5900,1473310219,7.9.2016,18:50:19,30.42,73,2.06,53,72.39,1.12
5901,1473309920,7.9.2016,18:45:20,30.42,80,2.08,53,140.01,3.37
5902,1473309322,7.9.2016,18:35:22,30.41,89,5.29,54,55.94,0
5903,1473309022,7.9.2016,18:30:22,30.41,88,7.63,55,75.96,0
5904,1473308424,7.9.2016,18:20:24,30.41,85,15.91,56,41.59,2.25
5905,1473307523,7.9.2016,18:05:23,30.41,84,37.14,57,72.91,1.12
5906,1473307223,7.9.2016,18:00:23,30.41,83,55.99,57,20.88,4.5
5907,1473306622,7.9.2016,17:50:22,30.41,82,100.84,57,72.85,5.62
5908,1473302720,7.9.2016,16:45:20,30.4,68,423.57,60,13.24,3.37
5909,1473300325,7.9.2016,16:05:25,30.41,61,583.94,61,22.4,3.37
5910,1473299720,7.9.2016,15:55:20,30.41,56,622.27,61,9.71,4.5
5911,1473297624,7.9.2016,15:20:24,30.41,71,747.76,61,36.9,6.75
5912,1473295524,7.9.2016,14:45:24,30.41,66,864.37,62,24.06,9
5913,1473291626,7.9.2016,13:40:26,30.43,78,1007.24,59,2.1,6.75
5914,1473291324,7.9.2016,13:35:24,30.43,76,1018.91,59,4.28,2.25
5915,1473290425,7.9.2016,13:20:25,30.43,77,1041.17,59,46.37,9
5916,1473288923,7.9.2016,12:55:23,30.43,80,1069.2,59,1.88,4.5
5917,1473285323,7.9.2016,11:55:23,30.44,82,1075.35,58,10.55,7.87
5918,1473280821,7.9.2016,10:40:21,30.44,85,1005.15,57,335.88,7.87
5919,1473280525,7.9.2016,10:35:25,30.44,86,747.74,57,28.35,5.62
5920,1473280227,7.9.2016,10:30:27,30.44,85,510.87,57,48.18,9
5921,1473279919,7.9.2016,10:25:19,30.44,87,1060.72,57,52.87,11.25
5922,1473279624,7.9.2016,10:20:24,30.44,88,859.78,56,13.37,4.5
5923,1473279322,7.9.2016,10:15:22,30.45,90,1036.1,56,357.7,3.37
5924,1473279020,7.9.2016,10:10:20,30.45,91,515.29,56,60.65,7.87
5925,1473278724,7.9.2016,10:05:24,30.45,92,600.27,56,69.37,5.62
5926,1473278418,7.9.2016,10:00:18,30.45,89,1044.73,56,342.81,1.12
5927,1473278121,7.9.2016,9:55:21,30.45,88,640.71,55,53.59,3.37
5928,1473277819,7.9.2016,9:50:19,30.45,91,619.73,55,2.37,2.25
5929,1473277535,7.9.2016,9:45:35,30.45,92,637.36,55,46.52,3.37
5930,1473277224,7.9.2016,9:40:24,30.45,90,983.69,55,3.2,6.75
5931,1473276923,7.9.2016,9:35:23,30.45,88,517.55,55,26.39,2.25
5932,1473276621,7.9.2016,9:30:21,30.45,89,480.37,55,18.31,7.87
5933,1473276322,7.9.2016,9:25:22,30.45,91,319.84,55,32.26,2.25
5934,1473276021,7.9.2016,9:20:21,30.45,95,832.45,54,57.28,5.62
5935,1473275721,7.9.2016,9:15:21,30.45,95,698.69,53,79.62,6.75
5936,1473275421,7.9.2016,9:10:21,30.45,97,380.59,53,25.19,5.62
5937,1473275125,7.9.2016,9:05:25,30.45,97,365.79,53,75.78,4.5
5938,1473274820,7.9.2016,9:00:20,30.45,99,412.69,53,43.73,3.37
5939,1473274521,7.9.2016,8:55:21,30.45,99,229.38,52,30.7,4.5
5940,1473274219,7.9.2016,8:50:19,30.44,99,368.25,52,27.69,3.37
5941,1473273918,7.9.2016,8:45:18,30.45,99,349.22,52,58.44,3.37
5942,1473273630,7.9.2016,8:40:30,30.44,99,401.65,52,54.97,4.5
5943,1473273326,7.9.2016,8:35:26,30.44,99,278.69,52,348.51,3.37
5944,1473273020,7.9.2016,8:30:20,30.44,99,330.6,52,323.93,3.37
5945,1473272723,7.9.2016,8:25:23,30.44,98,326.79,52,73.69,1.12
5946,1473272427,7.9.2016,8:20:27,30.44,98,303.69,52,113.57,4.5
5947,1473272120,7.9.2016,8:15:20,30.44,98,316.83,52,81.92,7.87
5948,1473271823,7.9.2016,8:10:23,30.44,97,355.89,52,43.61,3.37
5949,1473271522,7.9.2016,8:05:22,30.44,97,335.14,52,111.66,5.62
5950,1473271219,7.9.2016,8:00:19,30.44,96,346.39,52,66.64,3.37
5951,1473270919,7.9.2016,7:55:19,30.44,95,252.02,52,107.59,3.37
5952,1473270625,7.9.2016,7:50:25,30.44,95,321.17,52,102.35,1.12
5953,1473270324,7.9.2016,7:45:24,30.43,95,269.56,51,157.94,5.62
5954,1473270019,7.9.2016,7:40:19,30.43,95,326.71,51,130.07,9
5955,1473269722,7.9.2016,7:35:22,30.43,95,312.71,51,122.85,5.62
5956,1473269422,7.9.2016,7:30:22,30.43,95,217.87,50,175.46,5.62
5957,1473269120,7.9.2016,7:25:20,30.43,94,267.26,50,133.6,4.5
5958,1473268824,7.9.2016,7:20:24,30.43,94,237.62,50,141.7,7.87
5959,1473268523,7.9.2016,7:15:23,30.43,94,248.85,50,125.88,9
5960,1473268218,7.9.2016,7:10:18,30.43,95,218.21,49,129.21,10.12
5961,1473267920,7.9.2016,7:05:20,30.43,96,189.73,48,136.94,9
5962,1473267621,7.9.2016,7:00:21,30.43,96,169.8,47,168.04,4.5
5963,1473267319,7.9.2016,6:55:19,30.42,95,26.74,46,186.19,2.25
5964,1473267020,7.9.2016,6:50:20,30.42,94,20.21,46,157.75,4.5
5965,1473266721,7.9.2016,6:45:21,30.42,91,19.15,45,152.99,5.62
5966,1473266421,7.9.2016,6:40:21,30.42,90,18.03,45,168.3,5.62
5967,1473266120,7.9.2016,6:35:20,30.42,90,16.82,45,152.52,6.75
5968,1473265818,7.9.2016,6:30:18,30.42,85,15.34,45,155.73,3.37
5969,1473265518,7.9.2016,6:25:18,30.41,82,13.74,45,186,3.37
5970,1473265221,7.9.2016,6:20:21,30.41,83,12.08,45,176.6,4.5
5971,1473264922,7.9.2016,6:15:22,30.41,81,10.2,45,136.25,5.62
5972,1473264623,7.9.2016,6:10:23,30.41,78,8.07,45,164.08,3.37
5973,1473264322,7.9.2016,6:05:22,30.41,68,5.61,45,199.79,6.75
5974,1473264019,7.9.2016,6:00:19,30.41,63,3.33,45,152.04,5.62
5975,1473263720,7.9.2016,5:55:20,30.41,58,2.11,44,156.19,3.37
5976,1473263421,7.9.2016,5:50:21,30.41,56,1.97,44,166.35,7.87
5977,1473263122,7.9.2016,5:45:22,30.41,58,2,44,157.51,5.62
5978,1473262824,7.9.2016,5:40:24,30.41,61,1.92,44,156.11,7.87
5979,1473262523,7.9.2016,5:35:23,30.41,61,2.03,44,178.74,6.75
5980,1473262223,7.9.2016,5:30:23,30.4,61,2.16,44,163.32,5.62
5981,1473261919,7.9.2016,5:25:19,30.4,61,2.11,43,161.59,4.5
5982,1473261623,7.9.2016,5:20:23,30.4,62,2.29,43,166.01,7.87
5983,1473261318,7.9.2016,5:15:18,30.4,63,2.4,43,158.52,6.75
5984,1473261020,7.9.2016,5:10:20,30.4,62,2.37,44,154.6,4.5
5985,1473260727,7.9.2016,5:05:27,30.4,64,2.41,44,177.88,3.37
5986,1473260421,7.9.2016,5:00:21,30.4,65,2.61,44,170.24,6.75
5987,1473260122,7.9.2016,4:55:22,30.4,71,2.41,44,168.45,3.37
5988,1473259819,7.9.2016,4:50:19,30.4,65,2.06,44,177.91,4.5
5989,1473259519,7.9.2016,4:45:19,30.4,64,2.46,44,154.65,5.62
5990,1473259220,7.9.2016,4:40:20,30.4,67,2.52,43,167.73,4.5
5991,1473258926,7.9.2016,4:35:26,30.4,67,2.52,43,172.53,4.5
5992,1473258622,7.9.2016,4:30:22,30.4,68,2.21,43,155.16,5.62
5993,1473258320,7.9.2016,4:25:20,30.39,67,2.49,43,177.78,5.62
5994,1473258024,7.9.2016,4:20:24,30.39,68,2.37,43,176.98,6.75
5995,1473257722,7.9.2016,4:15:22,30.39,68,2.39,43,189.93,7.87
5996,1473257422,7.9.2016,4:10:22,30.39,67,2.32,43,181.32,5.62
5997,1473257119,7.9.2016,4:05:19,30.39,67,2.88,43,176.1,5.62
5998,1473256822,7.9.2016,4:00:22,30.4,67,2.5,43,152.19,5.62
5999,1473256520,7.9.2016,3:55:20,30.4,67,2.8,43,166.84,6.75
6000,1473256223,7.9.2016,3:50:23,30.4,66,2.77,43,159.63,2.25
6001,1473255919,7.9.2016,3:45:19,30.4,67,2.73,43,176.61,6.75
6002,1473255621,7.9.2016,3:40:21,30.4,67,2.8,44,175.52,4.5
6003,1473255322,7.9.2016,3:35:22,30.4,63,2.79,44,173.9,5.62
6004,1473255026,7.9.2016,3:30:26,30.4,64,3.38,45,161.43,2.25
6005,1473254720,7.9.2016,3:25:20,30.4,63,3.32,44,123.5,1.12
6006,1473254419,7.9.2016,3:20:19,30.4,65,3.09,43,176.82,2.25
6007,1473254121,7.9.2016,3:15:21,30.4,68,2.96,44,186.51,5.62
6008,1473253818,7.9.2016,3:10:18,30.4,66,2.83,44,184.39,5.62
6009,1473253521,7.9.2016,3:05:21,30.4,63,2.82,44,177.16,1.12
6010,1473253223,7.9.2016,3:00:23,30.4,63,2.73,44,173.65,4.5
6011,1473252924,7.9.2016,2:55:24,30.4,64,2.74,44,156.05,5.62
6012,1473252622,7.9.2016,2:50:22,30.4,64,2.77,44,157.31,3.37
6013,1473252321,7.9.2016,2:45:21,30.4,67,2.73,44,175.14,4.5
6014,1473252023,7.9.2016,2:40:23,30.4,66,2.75,44,189.25,4.5
6015,1473251719,7.9.2016,2:35:19,30.4,66,2.54,45,176.15,6.75
6016,1473251419,7.9.2016,2:30:19,30.4,65,2.47,45,175.55,4.5
6017,1473251123,7.9.2016,2:25:23,30.4,65,2.37,45,152.84,4.5
6018,1473250822,7.9.2016,2:20:22,30.4,64,2.25,45,179.72,5.62
6019,1473250518,7.9.2016,2:15:18,30.4,63,2.23,45,151.57,7.87
6020,1473250221,7.9.2016,2:10:21,30.4,62,2.33,45,174.72,3.37
6021,1473249927,7.9.2016,2:05:27,30.4,64,2.33,45,126.75,4.5
6022,1473249622,7.9.2016,2:00:22,30.4,65,2.52,45,159.68,6.75
6023,1473249320,7.9.2016,1:55:20,30.4,65,2.68,45,145.2,4.5
6024,1473249019,7.9.2016,1:50:19,30.4,64,2.55,45,165.59,4.5
6025,1473248720,7.9.2016,1:45:20,30.4,64,2.55,45,173.08,4.5
6026,1473248419,7.9.2016,1:40:19,30.4,63,2.75,46,115.81,3.37
6027,1473248121,7.9.2016,1:35:21,30.4,62,2.94,46,161.49,2.25
6028,1473247819,7.9.2016,1:30:19,30.4,60,3.22,46,122.37,1.12
6029,1473247524,7.9.2016,1:25:24,30.4,59,3.4,47,166.54,3.37
6030,1473247223,7.9.2016,1:20:23,30.4,60,3.29,47,149.04,6.75
6031,1473246924,7.9.2016,1:15:24,30.4,59,3.62,47,164.03,6.75
6032,1473246623,7.9.2016,1:10:23,30.4,60,3.39,46,171.64,5.62
6033,1473246321,7.9.2016,1:05:21,30.4,60,2.52,46,145.6,7.87
6034,1473246022,7.9.2016,1:00:22,30.41,61,2.81,46,120.32,5.62
6035,1473245725,7.9.2016,0:55:25,30.4,60,2.85,46,158.63,3.37
6036,1473245426,7.9.2016,0:50:26,30.4,61,1.56,46,128.07,6.75
6037,1473245123,7.9.2016,0:45:23,30.41,64,1.63,46,177.98,9
6038,1473244219,7.9.2016,0:30:19,30.41,62,1.85,46,130.31,5.62
6039,1473243919,7.9.2016,0:25:19,30.41,62,2.87,46,130.69,3.37
6040,1473243621,7.9.2016,0:20:21,30.41,61,2.39,47,137.25,5.62
6041,1473242424,7.9.2016,0:00:24,30.41,56,1.75,48,169.04,2.25
6042,1473242122,6.9.2016,23:55:22,30.41,56,2.57,48,135.14,7.87
6043,1473241820,6.9.2016,23:50:20,30.41,56,1.93,48,137.44,11.25
6044,1473241520,6.9.2016,23:45:20,30.42,57,1.87,47,154.01,3.37
6045,1473241221,6.9.2016,23:40:21,30.42,59,1.84,47,169.36,6.75
6046,1473240920,6.9.2016,23:35:20,30.42,60,2.01,48,150.96,7.87
6047,1473240619,6.9.2016,23:30:19,30.42,58,2.43,48,173.01,3.37
6048,1473240018,6.9.2016,23:20:18,30.42,59,2.49,48,173.75,4.5
6049,1473239727,6.9.2016,23:15:27,30.42,58,2.04,48,152.42,6.75
6050,1473239425,6.9.2016,23:10:25,30.42,58,2.18,49,128.95,6.75
6051,1473239124,6.9.2016,23:05:24,30.42,58,2.28,49,122.84,9
6052,1473238819,6.9.2016,23:00:19,30.42,58,2.4,49,134.59,7.87
6053,1473238518,6.9.2016,22:55:18,30.43,59,2.27,49,103,9
6054,1473238218,6.9.2016,22:50:18,30.43,59,2.44,49,136.46,3.37
6055,1473237920,6.9.2016,22:45:20,30.43,59,2.3,49,159.33,6.75
6056,1473237618,6.9.2016,22:40:18,30.42,59,2.28,49,120.42,4.5
6057,1473237326,6.9.2016,22:35:26,30.42,59,2.41,48,151.57,3.37
6058,1473237022,6.9.2016,22:30:22,30.42,63,2.37,48,169.32,6.75
6059,1473236721,6.9.2016,22:25:21,30.42,68,2.38,47,152.49,4.5
6060,1473236424,6.9.2016,22:20:24,30.42,72,2.79,47,188.74,6.75
6061,1473236118,6.9.2016,22:15:18,30.42,73,2.51,47,173.99,5.62
6062,1473235820,6.9.2016,22:10:20,30.42,76,2.44,47,159.16,6.75
6063,1473235520,6.9.2016,22:05:20,30.43,80,2.65,47,109.46,7.87
6064,1473235219,6.9.2016,22:00:19,30.43,83,2.4,47,126.66,6.75
6065,1473234921,6.9.2016,21:55:21,30.43,85,2.49,48,125.2,7.87
6066,1473234622,6.9.2016,21:50:22,30.43,83,2.21,47,181.19,3.37
6067,1473234318,6.9.2016,21:45:18,30.43,85,2.16,47,176.77,4.5
6068,1473234019,6.9.2016,21:40:19,30.43,85,2.33,47,335.6,2.25
6069,1473233722,6.9.2016,21:35:22,30.42,88,2.46,47,155.76,5.62
6070,1473233421,6.9.2016,21:30:21,30.42,84,2.54,47,99.69,5.62
6071,1473233121,6.9.2016,21:25:21,30.42,82,2.55,47,130.24,2.25
6072,1473232821,6.9.2016,21:20:21,30.42,82,2.58,47,105.47,3.37
6073,1473232523,6.9.2016,21:15:23,30.42,85,2.75,47,134.38,6.75
6074,1473232219,6.9.2016,21:10:19,30.42,88,2.5,47,144.21,5.62
6075,1473231920,6.9.2016,21:05:20,30.42,88,2.07,47,136.34,6.75
6076,1473231618,6.9.2016,21:00:18,30.42,88,2.15,47,128.83,10.12
6077,1473231327,6.9.2016,20:55:27,30.43,88,2.02,48,98.5,7.87
6078,1473231024,6.9.2016,20:50:24,30.42,86,2,48,125.92,6.75
6079,1473230720,6.9.2016,20:45:20,30.42,88,1.96,48,153.92,9
6080,1473230423,6.9.2016,20:40:23,30.42,89,1.99,48,142.91,6.75
6081,1473230123,6.9.2016,20:35:23,30.42,88,1.89,48,152.48,4.5
6082,1473229822,6.9.2016,20:30:22,30.42,88,1.73,48,114.03,3.37
6083,1473229523,6.9.2016,20:25:23,30.42,84,1.87,48,82.71,3.37
6084,1473229221,6.9.2016,20:20:21,30.41,87,2.17,47,46.97,3.37
6085,1473228918,6.9.2016,20:15:18,30.41,97,1.96,47,154.68,5.62
6086,1473228621,6.9.2016,20:10:21,30.41,99,2.07,47,147.36,5.62
6087,1473228321,6.9.2016,20:05:21,30.41,100,2,48,132.07,4.5
6088,1473228021,6.9.2016,20:00:21,30.41,100,2.14,49,102.28,7.87
6089,1473227721,6.9.2016,19:55:21,30.41,100,2.26,49,83.32,2.25
6090,1473227418,6.9.2016,19:50:18,30.41,100,2.04,49,101.83,3.37
6091,1473227121,6.9.2016,19:45:21,30.41,100,2.38,49,77.16,5.62
6092,1473226832,6.9.2016,19:40:32,30.41,100,2.4,50,71.93,3.37
6093,1473226518,6.9.2016,19:35:18,30.41,100,2.11,50,154.77,3.37
6094,1473226219,6.9.2016,19:30:19,30.41,100,2.47,50,111.59,5.62
6095,1473225921,6.9.2016,19:25:21,30.41,100,2.17,50,75.85,1.12
6096,1473225623,6.9.2016,19:20:23,30.41,100,1.98,50,77.87,4.5
6097,1473225321,6.9.2016,19:15:21,30.4,100,1.93,51,65.51,3.37
6098,1473225022,6.9.2016,19:10:22,30.4,99,2.06,51,78.59,1.12
6099,1473224725,6.9.2016,19:05:25,30.4,99,2.04,51,82.5,2.25
6100,1473224419,6.9.2016,19:00:19,30.4,99,1.89,51,153.81,3.37
6101,1473224118,6.9.2016,18:55:18,30.4,99,1.89,51,83.94,1.12
6102,1473223820,6.9.2016,18:50:20,30.4,98,3.1,51,59.86,3.37
6103,1473223522,6.9.2016,18:45:22,30.4,98,2.19,51,70.41,3.37
6104,1473223220,6.9.2016,18:40:20,30.4,98,2.94,52,97.84,2.25
6105,1473222922,6.9.2016,18:35:22,30.4,97,3.76,52,39.34,3.37
6106,1473222621,6.9.2016,18:30:21,30.4,97,4.84,52,48.9,1.12
6107,1473222321,6.9.2016,18:25:21,30.4,96,8.21,53,41.92,2.25
6108,1473222020,6.9.2016,18:20:20,30.4,95,18.75,53,30.14,2.25
6109,1473221723,6.9.2016,18:15:23,30.4,94,33.95,54,66.69,3.37
6110,1473221425,6.9.2016,18:10:25,30.4,93,23.15,54,35.07,5.62
6111,1473221120,6.9.2016,18:05:20,30.4,92,38.48,54,51.04,2.25
6112,1473220820,6.9.2016,18:00:20,30.4,91,68.92,55,34.42,4.5
6113,1473220521,6.9.2016,17:55:21,30.4,90,79.45,55,32.36,4.5
6114,1473220218,6.9.2016,17:50:18,30.4,91,100.95,56,41.24,4.5
6115,1473219920,6.9.2016,17:45:20,30.39,90,146.41,56,53.35,2.25
6116,1473219622,6.9.2016,17:40:22,30.39,90,159.12,56,42.02,2.25
6117,1473219319,6.9.2016,17:35:19,30.39,89,182.95,56,20.01,4.5
6118,1473219019,6.9.2016,17:30:19,30.39,89,211.22,56,36.95,3.37
6119,1473218721,6.9.2016,17:25:21,30.39,90,250.48,56,10.97,4.5
6120,1473218422,6.9.2016,17:20:22,30.39,90,319.5,56,60,3.37
6121,1473218122,6.9.2016,17:15:22,30.39,92,280.16,56,57.4,3.37
6122,1473217825,6.9.2016,17:10:25,30.39,93,468.75,55,39.23,1.12
6123,1473217521,6.9.2016,17:05:21,30.39,93,246.22,54,128.9,3.37
6124,1473217222,6.9.2016,17:00:22,30.39,93,152.79,54,31.97,4.5
6125,1473216922,6.9.2016,16:55:22,30.39,94,192.54,54,23.8,2.25
6126,1473216624,6.9.2016,16:50:24,30.4,93,155.49,54,52.99,4.5
6127,1473216322,6.9.2016,16:45:22,30.39,93,227.73,55,11.07,5.62
6128,1473216022,6.9.2016,16:40:22,30.39,92,225.04,55,1.38,5.62
6129,1473215722,6.9.2016,16:35:22,30.39,91,265.17,56,44.71,4.5
6130,1473215420,6.9.2016,16:30:20,30.39,91,424.49,56,47.97,4.5
6131,1473215122,6.9.2016,16:25:22,30.39,90,305.13,56,6.76,3.37
6132,1473214820,6.9.2016,16:20:20,30.39,90,483.37,56,32.39,5.62
6133,1473214520,6.9.2016,16:15:20,30.39,90,434.18,56,50.46,5.62
6134,1473214220,6.9.2016,16:10:20,30.39,89,279.35,56,58.59,3.37
6135,1473213919,6.9.2016,16:05:19,30.39,88,246.76,57,49.17,9
6136,1473213621,6.9.2016,16:00:21,30.39,86,347.15,57,63.06,1.12
6137,1473213322,6.9.2016,15:55:22,30.39,86,489.78,57,51.16,5.62
6138,1473213020,6.9.2016,15:50:20,30.39,85,542.74,56,20.1,3.37
6139,1473212719,6.9.2016,15:45:19,30.39,87,366.17,56,82.46,9
6140,1473212419,6.9.2016,15:40:19,30.39,85,463.62,56,25,2.25
6141,1473212118,6.9.2016,15:35:18,30.39,89,448.12,56,1.88,4.5
6142,1473211820,6.9.2016,15:30:20,30.39,90,428.2,56,12.89,3.37
6143,1473211519,6.9.2016,15:25:19,30.39,89,314.74,56,40.88,10.12
6144,1473211220,6.9.2016,15:20:20,30.39,88,309.65,56,62.15,4.5
6145,1473210919,6.9.2016,15:15:19,30.39,87,354.86,56,34.44,6.75
6146,1473210624,6.9.2016,15:10:24,30.39,87,384.22,57,54.56,4.5
6147,1473210319,6.9.2016,15:05:19,30.39,88,389.25,57,330.83,4.5
6148,1473210023,6.9.2016,15:00:23,30.39,85,641.01,58,23.62,9
6149,1473209722,6.9.2016,14:55:22,30.39,85,435.61,58,2.21,6.75
6150,1473209418,6.9.2016,14:50:18,30.39,85,584.98,58,334.24,4.5
6151,1473209124,6.9.2016,14:45:24,30.39,84,900.04,58,357.05,6.75
